id,latitude,longitude,name,type,pm25,color,url,label
122,22.64,120.286,中庸街223巷,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38EBF600,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
123,22.987,120.16,yuzhi,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38EBF5FE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
124,22.61,120.344,鳳山區新康街高21公尺（陽台）,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38EBF5CE,&star;&star;&star;&star;&star;
125,24.195,120.686,Peterpen,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38EBF5AE,&star;&star;&star;&star;&star;
126,25.057,121.432,airbox,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69E6C,&starf;&starf;&starf;&starf;&starf;
127,24.157,120.647,文心經典,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69E54,&starf;&starf;&star;&star;&star;
128,24.1036046,120.6223805,tchome2f0912,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69E1E,&starf;&starf;&starf;&starf;&starf;
129,23.753,120.432,雲林縣西螺鎮九隆,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69DB4,&starf;&starf;&starf;&starf;&starf;
130,24.135,120.637,EDIMAX-CTP,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69D62,&starf;&starf;&starf;&starf;&starf;
131,25.014,121.431,新樹路258巷1號1樓,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69D54,&starf;&starf;&starf;&starf;&starf;
132,25.045,121.613,中研市場,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69CF0,&starf;&starf;&starf;&star;&star;
133,25.083,121.592,NeiHu357,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69C26,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
134,23.5247323,120.5966207,緞繻村小木屋,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69BE4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
135,23.5594487,120.422342,運動公園166號,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69B4A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
136,24.787,121.025,星河麗,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69B14,&starf;&star;&star;&star;&star;
137,25.0060883,121.50181,RossiMao,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E69B12,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
138,23.594,120.452,禾康社區,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B846,&starf;&starf;&starf;&starf;&starf;
139,25.106,121.732,KLSH,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B842,&starf;&starf;&starf;&starf;&starf;
140,22.609901,120.311882,台鋁新村,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B778,&star;&star;&star;&star;&star;
141,24.161076,120.6993637,Taichung 150,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B714,&starf;&starf;&starf;&starf;&star;
142,23.473,120.422,嘉義榴槤,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B6E8,&star;&star;&star;&star;&star;
143,23.989,120.687,Nantou10,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B652,&starf;&starf;&starf;&starf;&starf;
144,22.469781,120.463523,Airr,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38E2B590,&star;&star;&star;&star;&star;
145,25.044,121.518,台大醫院12,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B05436,&starf;&starf;&starf;&starf;&starf;
146,25.041,121.517,台大醫院6,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B05430,&starf;&starf;&starf;&starf;&starf;
147,24.958,121.497,4樓,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B0526A,&star;&star;&star;&star;&star;
148,25.041,121.518,台大醫院4,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B05260,&starf;&starf;&starf;&starf;&starf;
149,25.04,121.517,台大醫院5,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B05216,&starf;&starf;&starf;&starf;&starf;
150,23.598,120.458,信義街,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B051FA,&starf;&starf;&starf;&starf;&starf;
151,24.268536,120.537165,遠雄之星6,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B051D4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
152,25.041,121.519,台大醫院1,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B0511C,&starf;&starf;&starf;&starf;&star;
153,24.787,121.021,內灣峴,Malfunction,1,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B050C2,&starf;&starf;&starf;&starf;&star;
154,25.041,121.52,台大醫院3,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38B05074,&starf;&starf;&star;&star;&star;
155,24.1034456,120.6225437,home3f,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA38AF4758,&starf;&starf;&starf;&star;&star;
156,25.014,121.432,新樹路258巷1號B,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=74DA3895C406,&starf;&starf;&star;&star;&star;
157,25.062361,121.582494,TS6_23_V4,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=201905151623,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
158,24.276622,120.507842,中油工地-hn,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC45E9F4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
159,25.0656425,121.4781012,新北市三重區二重國小,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC45E9E4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
160,24.053282,120.628162,Airbox001,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC45E9D8,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
161,24.2223667,120.4774417,工信工務所,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7D6,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
162,24.1919641,120.6143265,國安二期#2,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7D2,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
163,24.2218993,120.4782296,工信工區01,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7D0,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
164,25.036076,121.514399,臺北市立大學 公誠樓體育場（博愛）,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7CA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
165,24.1918003,120.613914,國安2期#3,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7C4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
166,25.0036301,121.4625429,PM2.5,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7C2,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
167,25.11469,121.537126,臺北市大學 3F詩欣館（天母）,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7C0,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
168,25.036477,121.513115,臺北市立大學 B1F餐廳（博愛）,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7BE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
169,25.116032,121.536537,臺北市立大學 1F鴻坦樓警衛室（天母）,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7BC,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
170,23.4944525,120.4675318,#65,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7BA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
171,25.036002,121.513794,臺北市立大學 行政大樓1F穿堂（博愛）,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC44E7B8,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
172,24.190988,120.658179,鑫港尾社會住宅,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C40,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
173,24.380145,120.63226,通用瀝青洗車台,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C3E,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
174,24.226628,120.513463,民峰梧棲廠出入口,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C2E,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
175,24.246465,120.50706,德隆40,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C24,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
176,22.6344617,120.3234741,道明設備組,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C1C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
177,24.22066,120.4840767,榮金營造工程-龍昌橋改建工程,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C1A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
178,24.828742,120.998365,Edimax-AI100,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C0A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
179,25.179845,121.439987,新北市淡水區新興國小,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C08,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
180,24.380239,120.632086,大安瀝青進料台,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C04,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
181,25.0307073,121.4727026,08BEAC400C02,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C02,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
182,25.0306615,121.4720145,08BEAC400C00,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400C00,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
183,24.226105,120.703225,丹源齊稙,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400BFE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
184,24.160783,120.646356,Book-11,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400BFC,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
185,24.219089,120.659703,民峰大雅廠下風處,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC400BF2,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
186,24.193933,120.696073,頭張路二段76-4,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB7B4,&starf;&starf;&starf;&starf;&starf;
187,24.210323,120.70723,潭陽里守望相助隊,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB7AE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
188,24.217163,120.713699,嘉仁社區活動中心 ,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB7AA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
189,24.166004,120.691201,崇興路一段38,Malfunction,1,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB790,&star;&star;&star;&star;&star;
190,24.138029,120.725671,東村宮,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB78A,&starf;&starf;&starf;&star;&star;
191,24.175564,120.676384,山西路二段233,Malfunction,1,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB782,&starf;&starf;&starf;&star;&star;
192,24.192055,120.682729,昌平路２段５１,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB780,&starf;&starf;&starf;&star;&star;
193,22.6552115,120.3198342,銀杉街口,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB77E,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
194,24.136584,120.643393,京展街222,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB77C,&star;&star;&star;&star;&star;
195,24.1733587,120.7229129,臺中市私立聖彼得幼兒園,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB76C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
196,24.321036,120.701716,慈賢宮樓下,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB766,&starf;&starf;&starf;&starf;&starf;
197,24.0680113,120.7147175,朝陽科技大學教學大樓T1-802,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB74C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
198,24.0687728,120.7132573,朝陽科技大學管理大樓T2-415,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB74A,&starf;&starf;&starf;&starf;&starf;
199,24.23458,120.69509,三角里社區活動中心,Malfunction,2,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB732,&starf;&starf;&starf;&star;&star;
200,24.294854,120.701461,舊社里活動中心,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB72C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
201,22.629613,120.328721,O8airbox,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB722,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
202,22.6295606,120.3286617,O8airbox1,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB71C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
203,22.995032,120.226272,台南社區大學,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB71A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
204,24.1947812,120.7028874,牙齒的好朋友牙醫診所(室外 高度11M),AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB704,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
205,24.161376,120.726541,OPTIMISTIC-14L,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6FC,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
206,24.189358,120.663688,Brad home,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6FA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
207,24.170646,120.688265,北平路4段46-8,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6E0,&starf;&starf;&starf;&starf;&starf;
208,24.15584,120.674313,英才路219,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6D6,&starf;&starf;&starf;&starf;&starf;
209,24.14797,120.633416,向上路二段201號,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6C4,&starf;&starf;&starf;&star;&star;
210,24.28454,120.6658533,豐洲堤防（內）,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6BA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
211,24.109996,120.7002437,立新國小,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6B6,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
212,25.10237,121.554873,Zhishan 002,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB6B0,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
213,23.9589245,120.5849887,江厝,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB69C,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
214,25.034542,121.53339,Capriccioso,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB69A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
215,24.126652,120.672745,Ping,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB68E,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
216,24.146419,120.615105,文山圖書館,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB67C,&starf;&starf;&starf;&star;&star;
217,24.142686,120.724178,大源二路17,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB678,&starf;&starf;&starf;&star;&star;
218,24.123852,120.716122,太平19街,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB672,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
219,24.314602,120.723145,MTB-污水廠,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB654,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
220,22.6465168,120.3421843,陽明照相館,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5FA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
221,25.122588,121.515991,admin,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5F6,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
222,25.0404137,121.4447127,305,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5F4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
223,25.029622,121.495195,空氣盒子,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5F2,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
224,24.156567,120.6913135,臺中市育仁小學,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5E8,&starf;&starf;&starf;&starf;&star;
225,24.494274,120.788529,小樹的家,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5E0,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
226,24.12585444,120.6207617,統發  後,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5D4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
227,24.2521741,120.830609,臺中市私立東勢芝麻街幼兒園,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5CE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
228,24.168745,120.691081,天津路四段212,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5C4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
229,24.0914797,120.72333,SUNCUE Co.  LTD.,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5BE,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
230,24.2363148,120.6664256,臺中市上楓非營利幼兒園,Malfunction,0,ff0000,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5B4,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
231,24.322272,120.680266,2,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5B2,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
232,24.322563,120.680749,1,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB5AC,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
233,22.6551829,120.3185607,銀杉街,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB586,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
234,23.9600893,120.4834703,興學街,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB57A,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
235,24.1415662,120.6659675,臺中市立圖書館大墩分館,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB574,&starf;&starf;&starf;&starf;&star;
236,25.0315072,121.4464763,paddy,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB542,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
237,24.821717,120.970796,hylabB524,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB524,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
238,25.037508,121.499809,龍山寺拜亭 1,AirBox,0,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB4F6,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
239,24.83433,121.060804,西南側,AirBox,1,0000ff,/grafana/d/airbox_dashboard_v3/airdata?orgId=2&var-source=AirBox&var-device_id=08BEAC0AB4EA,<font color="#990000">&#8212;&#8212;&#8212;&#8212;&#8212;</font>
